soc_llegada,soc_salida
16.0,78.0
23.0,89.0
23.0,80.0
21.0,93.99
32.0,91.0
33.0,90.0
35.0,93.99
80.0,99.0
34.0,94.0
23.0,92.0
12.0,89.0
13.0,89.0
56.9899999999999,89.0
17.99,91.0
54.0,90.0
17.0,86.0
25.0,89.0
38.0,85.0
8.0,84.0
32.0,84.0
37.0,82.99
28.9999999999999,85.0
28.0,80.0
25.0,84.0
17.0,89.0
24.0,80.0
31.0,71.99
55.0,87.0
53.0,86.0
11.0,82.0
30.0,57.9999999999999
44.0,99.0
20.0,96.0
40.0,80.0
28.9999999999999,98.0
16.0,98.0
24.0,100.0
31.0,100.0
20.0,98.0
40.0,95.0
19.0,86.0
24.0,90.0
21.0,90.0
35.0,90.0
17.99,89.0
37.0,78.0
45.0,90.0
80.0,99.0
17.99,100.0
71.99,100.0
30.0,89.0
8.0,89.0
28.9999999999999,82.0
35.99,90.0
12.0,89.0
13.0,95.0
64.0,100.0
24.0,90.0
45.0,100.0
51.0,91.0
28.0,80.0
35.99,76.0
17.99,54.0
68.99,99.0
40.0,95.0
11.0,80.0
28.9999999999999,85.0
46.0,95.0
5.0,80.0
25.0,95.0
49.0,95.0
33.0,100.0
11.9989696032972,80.0
15.0,93.99
30.0,95.0
55.0,96.0
58.9899999999999,99.0
15.0,87.0
23.0,100.0
24.0,80.0
12.0,84.0
81.0,97.0
53.0,93.99
22.0,100.0
30.0,89.0
68.0,92.0
66.0,89.0
20.0,92.0
42.0,95.0
52.0,99.0
5.0,79.0
50.0,95.0
44.0,93.99
40.0,98.0
64.0,100.0
56.0,100.0
17.99,80.0
22.0,98.0
48.0,96.0
34.0,88.0
26.0,80.0
28.9999999999999,92.0
48.0,80.0
28.9999999999999,92.0
73.0,98.0
5.0,54.0
28.9999999999999,93.0
15.0,92.0
21.0,81.0
25.0,92.0
44.0,80.0
33.0,86.0
7.0,84.0
20.0,98.0
68.0,95.0
31.0,90.0
31.0,93.99
14.0,90.0
15.0,76.9990079365079
26.0,86.0
28.9999999999999,94.0
27.0,97.0
17.0,82.99
16.0,100.0
17.99,71.0
52.0,100.0
8.0,58.9899999999999
14.0,92.0
39.0,99.0
19.0,100.0
17.0,98.0
27.0,89.0
33.0,90.0
23.0,90.0
37.0,82.99
7.0,91.0
40.0,90.0
17.0,86.0
10.0,84.0
20.0,93.99
48.0,90.0
66.0,100.0
5.0,74.0
56.0,85.0
28.0,80.0
10.0,97.0
49.0,100.0
5.0,92.0
74.0,100.0
47.0,96.0
49.0,100.0
75.0,100.0
27.0,90.0
30.0,96.0
35.0,93.99
44.0,82.99
35.0,98.0
63.0,90.0
28.9999999999999,83.0
10.0,92.0
17.0,100.0
25.0,89.0
53.0,95.0
40.0,86.0
52.0,100.0
8.0,81.0
17.99,81.0
14.0,92.0
48.0,99.0
34.0,99.0
56.9899999999999,90.0
7.0,93.0
25.0,90.0
20.0,90.0
23.0,94.0
31.0,88.0
41.0,99.0
35.0,82.99
69.0,96.0
65.0,100.0
56.0,95.0
24.0,90.0
12.0,100.0
46.9899999999999,86.0
33.0,92.0
34.0,95.0
23.0,86.0
30.0,95.0
21.0,98.0
28.9999999999999,98.0
32.0,90.0
11.0,84.0
17.0,86.0
15.0,100.0
13.0,100.0
35.99,99.0
28.0,93.99
23.0,90.0
33.0,93.99
28.0,99.0
50.0,79.0
61.0,99.0
53.0,100.0
44.0,100.0
20.0,85.0
46.9899999999999,100.0
63.0,100.0
26.0,99.0
20.0,93.0
10.0,100.0
23.0,91.0
31.9990054699154,90.0
51.0,100.0
22.0,95.0
20.0,66.0
26.0,99.0
13.0,95.0
40.0,90.0
81.0,100.0
4.0,75.0
8.99,78.0
19.0,90.0
16.0,89.0
56.9899999999999,99.0
51.0,100.0
10.0,78.0
16.0,97.0
51.0,98.0
39.0,89.0
8.0,80.0
17.0,93.99
26.0,97.0
50.0,100.0
36.0,98.0
61.0,99.0
56.0,100.0
16.0,91.0
56.9899999999999,95.0
17.99,90.0
71.0,95.0
27.0,99.0
25.0,82.99
41.0,100.0
58.9899999999999,100.0
22.0,90.0
23.0,67.0
86.0,99.0
22.0,89.0
15.0,100.0
24.0,90.0
25.0,99.0
33.0,89.0
17.99,100.0
21.0,99.0
50.0,100.0
32.0,95.0
46.9899999999999,88.0
17.99,89.0
35.0,99.0
0.0,93.0
7.0,93.0
25.0,81.0
11.998964267219,89.9987053340238
33.0,87.0
44.0,99.0
27.0,93.99
25.0,82.0
39.0,88.0
10.0,75.0
39.0,88.0
7.0,73.0
34.0,82.99
58.9899999999999,92.0
50.0,89.0
28.9999999999999,99.0
11.0,93.99
8.0,86.0
2.0,87.0
74.0,100.0
16.0,93.99
23.0,93.99
52.0,100.0
22.0,85.0
76.0,99.0
